AAPL
EXO.AS
SGO.PA
BBD
002475.SZ
601319.SS
GFS
ED
FIS
LYB
EOAN.DE
FANG
CABK.MC
GOLD
QSR
PEG
NPSNY
601668.SS
CAP.PA
PPG
ULTRACEMCO.NS
NTR
DMART.NS
LEN
OEWA.F
SPOT
TATAMOTORS.NS
J36.SI
GEHC
DNB.OL
BEI.DE
GPN
GIVN.SW
HLAG.DE
DASH
MBLY
ARGX
PUK
6178.T
WOW.AX
000001.SZ
ONGC.NS
NESTLEIND.NS
NTPC.NS
2388.HK
WEGE3.SA
Z74.SI
DDOG
VICI
TLS.AX
BBAS3.SA
601633.SS
URI
CHT
600690.SS
600000.SS
IT
BCS
DELTA.BK
AD.AS
HEN3.DE
PPBA.F
BPAC3.SA
SLF
1109.HK
LONN.SW
CDW
WST
SQ
PGHN.SW
CQP
VMC
603288.SS
BF-A
FNV
HZNP
RWE.DE
CCEP
NTGY.MC
051910.KS
601012.SS
5108.T
6723.T
MAERSK-B.CO
WEC
APTV
601888.SS
002352.SZ
DTG.F
HNR1.DE
000651.SZ
AOT.BK
L.TO
6594.T
HPQ
PTT-R.BK
GWO.TO
VOD
SE
IFC.TO
GMG.AX
MLM
PKX
DG
EC
WXXWY
AMS.MC
AHT.L
WIT
8002.T
WBD
SPLK
NDAQ
2308.TW
SEB-A.ST
LISP.SW
KLBN11.SA
6503.T
AEM
0267.HK
FTV
MDB
KBCSF
2881.TW
IR
0027.HK
STAN.L
1876.HK
2382.TW
7751.T
DLTR
ELP
6954.T
ANSS
NWG
AVB
8053.T
6301.T
TSCDF
EIX
EXR
PWR
0066.HK
TTWO
ZS
6505.TW
000270.KS
002304.SZ
002714.SZ
III.L
NESTE.HE
ADYEN.AS
TCL.AX
600104.SS
006405.KS
GFNORTEO.MX
TU
TLK
M&M.NS
ASAZF
6752.T
GLW
COALINDIA.NS
HXGBF
6201.T
COLO-B.CO
SYM
CEZ.PR
GIB
601818.SS
NBK.KW
300124.SZ
TEF
POWERGRID.NS
CAH
EBK.DE
IQCD.QA
4901.T
FICO
JSWSTEEL.NS
600887.SS
4503.T
AWK
LR.PA
0011.HK
MLYBY
MTD
CHD
HM-B.ST
XYL
EQT.ST
9022.T
ZBH
CTRA
002142.SZ
KEYS
BNTX
EQR
RR.L
EFX
DSFIR.AS
EBAY
TROW
AENA.MC
WTW
HIG
601066.SS
FER.MC
VRSN
HUBS
STE
6702.T
WY
YUMC
TSCO
RMD
300015.SZ
SSE.L
SAND.ST
1010.SR
NA.TO
0762.HK
6857.T
0688.HK
CBRE
IX
SBAC
SWED-A.ST
ML.PA
KNEBV.HE
EPI-A.ST
DAL
TCOM
STT
DB
ALGN
ELE.MC
ADANIPORTS.NS
DFS
600016.SS
VWS.CO
RCL
8801.T
FFH.TO
TECK
SCHN.SW
BOROUGE.AE
BR
RYAAY
MOH
2882.TW
8750.T
6146.T
FE
ALNY
CLNX.MC
601919.SS
MPWR
AEE
ASM.AS
035420.KS
RJF
EVO.ST
DTE
8113.T
NET
2802.T
4689.T
5401.T
GRMN
ETR
RBLX
SAMPO.HE
0390.HK
000725.SZ
HPE
WPM
DANS.VI
RCI
LTIM.NS
GMAB
DOGEF
9020.T
REP.MC
DOL.TO
0001.HK
TRGP
1766.HK
TS
STMN.SW
ZTO
8725.T
MKL
4543.T
1605.T
INVH
HEI
TW
5110.SR
FTS
BRO
VIE.PA
ILMN
8015.T
MTB
PUB.PA
FCNCA
DOV
BGNE
UMC
BEKE
BAJAJ-AUTO.NS
ES
7269.T
GLE.PA
ICLR
IMB.L
PTTEP.BK
ZM
FSR.JO
LYV
AKRBP.OL
WBA
BIMBOA.MX
ULTA
MT
TDY
TATASTEEL.NS
0002.HK
JBHT
CARL-B.CO
TOU.TO
GPC
4578.T
000063.SZ
601688.SS
ABF.L
NVR
SHB-A.ST
HWM
2502.T
WAB
EQT
1113.HK
7011.T
LH
COIN
ADVANC.BK
FLT
600188.SS
NOK
1060.SR
2202.HK
ADANIGREEN.NS
PPL
1925.T
VNA.DE
8267.T
OWL
PINS
600919.SS
IRM
MRO
PHG
PKN.WA
6971.T
KKS.F
1150.SR
0291.HK
EG
UPM.HE
ABMD
SIRI
HRL
K
CNP
SLHN.SW
CBOE
003670.KS
EXPD
1295.KL
300274.SZ
DRI
4452.T
2020.SR
WSP.TO
VTR
600031.SS
PBA
LPLA
ITSA3.SA
IFF
000625.SZ
RTO
601127.SS
ANTO.L
J
RPRX
8802.T
HOLX
ASX
CCJ
BAX
9613.T
HDFCLIFE.NS
TSN
0916.HK
PFG
ARE
DLF.NS
STO.AX
FDS
SBILIFE.NS
STLD
601211.SS
PTC
JBL
HINDZINC.NS
2886.TW
WRB
WMG
ALB
EDP.F
EDPR.LS
0788.HK
ATO
FSLR
KB
UCB.VI
0669.HK
COO
MKC
7733.T
ALL.AX
CF
AHCHF
ROL
CINF
BAH
ADCB.AE
6920.T
SBK.JO
POW.TO
6326.T
FITB
RIVN
1303.TW
AKAM
SRT.DE
DIDIY
AXON
CHKP
7201.T
ADANIPOWER.NS
ERIE
7203.SR
F34.SI
TLX.DE
EBR
IOC.NS
NTAP
ADNOCDRILL.AE
ERIC
MONC.MI
FWONK
1301.TW
4523.T
TYL
SRG.MI
BMRN
EMSN.SW
CMS
MAA
GRASIM.NS
HAL.NS
UWMC
SQM
LGEN.L
SNAP
BG
PHM
TRN.MI
CLX
ESSITY-B.ST
600999.SS
GEBN.SW
FM.TO
AM.PA
4612.T
XEKT.MC
601800.SS
TXT
H.TO
VIV
PAYC
HUBB
WAT
1913.HK
SGSN.SW
SW.PA
BBY
2891.TW
AC.MX
CNHI
FRE.DE
BOP.F
CELU.BA
ASII.JK
2280.SR
2338.HK
068270.KS
EDEN.PA
TEL.OL
WLK
BSY
QBE.AX
SIEMENS.NS
SWKS
TPL
KOF
OMC
WN.TO
001979.SZ
012330.KS
OMV.F
MGA
IEX
4307.T
RKT
PIDILITIND.NS
TXAR.BA
VBL.NS
KRZ.IR
TPIA.JK
LUV
601111.SS
CCL
RS
6618.HK
FOX
PAH3.DE
YPF
BEP
9735.T
L
6762.T
3659.T
TER
ESS
SUZ
600547.SS
8630.T
NCM.AX
6862.HK
AVY
VRT
HBAN
MMP
AMH
BALL
WDC
DGX
AVTR
STX
NIO
WSO
BT-A.L
4507.T
EBO.F
TECHM.NS
INDUSINDBK.NS
SHG
SUI
7832.T
BLDR
601186.SS
SOON.SW
OVV
ENTG
8309.T
DT
6701.T
RF
CPALL.BK
1929.HK
JEM.F
688012.SS
ENPH
7270.T
EXPE
SNA
SY1.DE
JDEP.AS
GULF.BK
NTRS
6502.T
BRITANNIA.NS
066570.KS
4684.T
600011.SS
SMCI
CBK.F
AV.L
LBRDA
CRBG
0003.HK
ALFA.ST
601169.SS
CPR.MI
APP
DECK
PKG
LKQ
REA.AX
APA
KPN.AS
EPAM
C6L.SI
CAG
HEI.DE
GFI
600600.SS
PST.MI
ACI
COL.AX
035720.KS
GRAB
601336.SS
KCHOL.IS
0992.HK
HINDALCO.NS
LDOS
KRX.IR
601600.SS
0012.HK
TAP
EN.PA
1023.KL
CON.DE
LW
9101.T
ELS
8308.T
WTC.AX
RVTY
BXB.AX
TRU
POOL
BANKBARODA.NS
4911.T
DKNG
2319.HK
VFS
CE
600029.SS
CELH
B3SA3.SA
GZ5.F
AER
SSNC
7309.T
1928.T
UHR.SW
OKTA
BBSE3.SA
LII
MGM
INCY
LNT
8421.T
AMCR
CSL
NDSN
300014.SZ
NWS
CHOLAFIN.NS
UDR
600015.SS
IOT
086520.KQ
GFINBURO.MX
TNABY
5183.KL
GODREJCP.NS
LEGN
DPZ
TRMB
NIBE-B.ST
IRFC.NS
AKZA.AS
BDOUY
RPM
BAER.SW
CA.PA
IHG
2002A.TW
ADANITRANS.NS
SWK
BAM
BNZL.L
600009.SS
TRYG.CO
BBNI.JK
1216.TW
BKI
SYF
GGG
GLPI
AGR
CPB
SGE.L
RHM.F
BEL.NS
8830.T
9843.T
RYAN
VOLCAR-B.ST
MOS
MRU.TO
MANH
ABN.AS
VST
ZOMATO.NS
601229.SS
NMR
INF.L
002460.SZ
XPEV
FMCCT
QIBK.QA
CHK
CIPLA.NS
AZPN
1038.HK
ADE.OL
2884.TW
EXAS
5880.TW
BDMS.BK
0823.HK
ENELAM.SN
9503.T
XP
RBA
IP
601238.SS
SJM
A5G.IR
UAL
EICHERMOT.NS
ADNOCDIST.AE
TME
5020.T
PKO.WA
DIVISLAB.NS
9CI.SI
ZI
SHREECEM.NS
INDIGO.NS
DABUR.NS
WPC
1972.HK
0175.HK
BEN
7532.T
1050.SR
2503.T
CFG
MAS
1326.TW
HST
SUN.AX
VTRS
PWF-PS.TO
600115.SS
EVRG
RNR
GFL
RDY
002466.SZ
1997.HK
SOLB.VI
OC
2892.TW
601009.SS
NHY.OL
PAA
Q0F.SI
NXT.L
GEN
NZYM.VI
BIM.PA
INDU-A.ST
GDDY
LOGI
JHX
2413.T
HTHT
CDAY
BNR.DE
RNO.PA
AMUN.PA
BVI.PA
ACM
NBIX
REG
FLEX
BILL
MAKRO.BK
MB.MI
ADP.PA
CNA
4091.T
FROTO.IS
IPG
6947.KL
BIP
2207.TW
VOD.JO
PRY.MI
RENT3.SA
XRO.AX
PCTY
UTHR
SGRO.L
H
WES
ZBRA
FMS
ARCC
2801.T
GL
1140.SR
MTN.JO
NI
CNA.L
JKHY
U
RDOR3.SA
THYAO.IS
INW.MI
SRPT
ALDAR.AE
KIM
PSTG
VACN.SW
LUMI.TA
FNF
AMBUJACEM.NS
2331.HK
PNR
ABB.NS
FORTUM.HE
ERF.PA
TATACONSUM.NS
TFII
8697.T
0ZQ.F
DINO
SAIA
COH.AX
IPN.PA
TECH
PODD
ALUA.BA
WSM
LSCC
0006.HK
LUND-B.ST
POLI.TA
BIRG.IR
CPI.JO
AOS
SNN
ORG.AX
NICE
EDU
OTP.BD
CG
WYNN
ARX.TO
KMX
BCH
096775.KS
GBLB.VI
CHRW
VEDL.NS
CCH.L
PAG
CPT
CPU.AX
ADIB.AE
GAIL.NS
MTCH
9104.T
LECO
6869.T
BAP
MULTIPLY.AE
KNSL
PFC.NS
RGA
0960.HK
FIVE
7202.SR
LCID
CASY
HAVELLS.NS
032830.KS
2885.TW
UHAL
7259.T
RAND.AS
S32.AX
TWLO
REC.MI
DOX
MORN
UNM
PNB.NS
8TRA.DE
MOCORP.HE
IVN.TO
TATAPOWER.NS
CRL
1COV.F
LODHA.NS
CCK
UNVR.JK
BAJAJHLDNG.NS
SPL.WA
POLYCAB.NS
TOST
REXR
9531.T
003550.KS
EQH
OTEX
7020.SR
STVN
SCA-B.ST
TEVA
TBVPF
DKS
STEAV.HE
NRG
SCC.BK
MTX.DE
1080.SR
PNDORA.CO
BJ
AES
KEY
COPEC.SN
BIO
IOB.NS
086790.KS
ICICIPRULI.NS
KBX.DE
9021.T
8795.T
AEG
7202.T
BCVN.SW
USFD
VIV.PA
TVSMOTOR.NS
RECLTD.NS
JD.L
NEXI.MI
WPP
ENR.F
PEAK
AFG
SCB.BK
BWA
EME
TELIA.ST
TUPRS.IS
9502.T
2382.HK
DBX
BPCL.NS
4716.T
2587.T
SVT.L
9202.T
FTI
ADM.L
ALO.PA
UNIONBANK.NS
Z
6506.T
0083.HK
6988.T
FGR.PA
YNDX.ME
PCOR
SBICARD.NS
6178.HK
PR
HSIC
MNHVF
CX
CZR
IAG.AX
ACS.MC
UNITDSPR.BO
0836.HK
MKTX
2395.TW
LKNCY
EMA.TO
RADL3.SA
TRENT.NS
TFX
NST.AX
QRVO
8210.SR
PATH
WRK
FFIV
BABWF
2016.HK
SHL.AX
SSL
FND
2345.TW
BRKR
HII
AMR.AE
NN.AS
PZU.WA
WTRG
BKW.SW
5871.TW
PFGC
GET.PA
IDBI.NS
MANKIND.NS
HLMA.L
CFLT
2880.TW
UHS
ANE.MC
BBL.BK
002812.SZ
APOLLOHOSP.NS
5819.KL
WMS
S63.SI
NTNX
3692.HK
688599.SS
QGEN
3407.T
TTC
8869.KL
0019.HK
4151.T
ALLE
ESLT
AC.PA
CLH
ORDS.QA
YAR.OL
SPX.L
AGCO
2883.HK
SHRIRAMFIN.NS
VAR.OL
ROKU
RED.MC
COTY
BXP
EMN
UU.L
JAZZ
DNP.WA
MARICO.NS
PNW
4528.T
AR
0316.HK
HLE.F
3008.TW
TPG
ADPORTS.AE
2688.HK
WWE
LDO.MI
2912.TW
XPO
5802.T
TTEK
DXCM
FMC
OHI
7272.T
WISE.L
ORDS.AE
LHA.DE
HOOD
9107.T
JBSS3.SA
SK3.IR
ISCTR.IS
RRC
CHDN
SAP.TO
DEMANT.CO
C38U.SI
DIE.BR
3034.TW
2897.T
CUERVO.MX
KNX
SCG.AX
KBANK.BK
MTN
LAMR
3045.TW
SBS
PRIO3.SA
SNX
4755.T
ICICIGI.NS
6669.TW
BERGEPAINT.NS
6645.T
DOCU
CRDA.L
C07.SI
8601.T
AU
DWNI.DE
RRX
RGEN
SCI
JNPR
MNSO
MNDI.L
JINDALSTEL.NS
BN4.SI
ALV
4188.T
SIGN.SW
BSAC
SKM
MZTF.TA
BPYPP
BARN.SW
MBME.AE
SRF.NS
FUTU
WEX
CANBK.NS
3231.TW
CUBE
LSXMB
5411.T
ATR
NLY
EVK.DE
900945.SS
SASA.IS
KEP
ETSY
WLN.PA
NATI
ONON
KBR
CHR.CO
9143.T
PUM.DE
SWN
VIPS
ICBP.JK
A17U.SI
NOV
PSO
BURL
RAIL3.SA
PEN
RHI
ITRK.L
WCH.F
BRBY.L
NVT
1099.HK
AGL
6823.HK
ESTC
SOL.AX
MEZ.AX
ATGL.NS
ITT
LIFCO-B.ST
CCCS
4324.T
LEA
HAS
0241.HK
SDR.L
HEROMOTOCO.NS
3402.T
9201.T
MUSA
MTDR
2357.TW
AIZ
ASRNL.AS
CHE
009155.KS
CW
ORKLF
TORNTPHARM.NS
MOTHERSON.NS
BOUBYAN.KW
1812.T
GLOB
JSWENERGY.NS
ORI
DLB
323410.KS
GJF.OL
PSHZF
PARA
CTLT
MRO.L
NEM.F
WTB.L
4904.TW
3037.TW
5713.T
CPN.BK
KOG.OL
BESI.AS
0004.HK
WSC
RL
LBTYB
IDFCFIRSTB.NS
PAYTM.NS
4768.T
ROIV
WWD
SKX
9042.T
CPFE3.SA
S68.SI
HESM
H78.SI
AMRT.JK
HOT.F
FBIN
GGB
CLF
BAMI.MI
CACI
OLED
BID.JO
9697.T
TOL
2267.T
ENX.PA
MUR
GFC.PA
SWAV
MIN.AX
AGS.BR
9766.T
CIVI
G13.SI
TX
TIMB
010130.KS
0135.HK
YMM
5201.T
KVYO
NYCB
EWBC
7701.T
SEIC
COLD
BIRK
FBK.MI
0151.HK
ALLY
KTB.BK
CGPOWER.NS
MAT
AAL
RGLD
CHWY
600588.SS
033780.KS
SUPREMEIND.NS
AFXA.F
BLD
ENT.L
6033.KL
SBRY.L
CCL-B.TO
BOSCHLTD.NS
REH.AX
RHC.AX
IMCD.AS
GMED
FRT
0322.HK
3088.T
TEP.PA
LAD
0288.HK
GWRE
7911.T
EGP
ZYDUSLIFE.NS
3443.TW
FPH.NZ
PRI
X
GNTX
CHRD
DVA
EDNR.MI
BBWI
WHR
DCI
UI
FERTIGLB.AE
1878.T
TIINDIA.NS
6963.T
1101.TW
VFC
MEDP
SOFI
BWXT
024110.KS
ADNOCLS.AE
SKF-B.ST
HLI
ELI.BR
ELISA.HE
VOYA
2890.TW
AKE.PA
SLM.JO
PEO.WA
7181.T
4280.SR
ACHC
INDHOTEL.NS
4062.T
COLPAL.NS
BME.L
IEP
ALE.WA
CNM
352820.KS
IDEA.NS
CART
2327.TW
ARMK
NYT
TPX
GTLB
2887.TW
ZAIN.KW
3003.T
9532.T
SALM.OL
EQTL3.SA
SPSN.SW
EMP-A.TO
CYBR
MAXHEALTH.NS
GARAN.IS
LNW
STN
1157.HK
JEF
3816.KL
2269.T
HELN.SW
CAR.AX
2603.TW
GRFS
LI.PA
DHER.F
SHP.JO
XRAY
CAR
2408.TW
AMP.MI
WF
RAA.F
EXEL
NFE
OGE
2379.TW
NE
WFRD
SAAB-B.ST
PGHH.NS
ABML
CAE
4739.T
8951.T
BOL.ST
IRCTC.NS
PAC
ASELS.IS
ASX.AX
DAR
CIB
WBS
IONS
ANA.MC
US.MI
CHX
6012.KL
9005.T
KGC
AIA.AX
URW.PA
RETA
1193.HK
SOF.VI
BZ
EGIE3.SA
RBC
BERY
CHP-UN.TO
601021.SS
NAUKRI.NS
3799.HK
034020.KS
ENKAI.IS
7912.T
4250.SR
ICL
ASR
6586.T
HMSP.JK
LOTB.BR
6488.TWO
LUPIN.NS
WCC
5876.TW
TPR
NNN
2310.SR
SOBI.ST
GTLS
TXRH
KESKOA.HE
1177.HK
1590.TW
G
DUOL
INDIANB.NS
6479.T
MNDY
PAM
6383.T
SAB.MC
7261.T
ERES.QA
APPF
4707.KL
0293.HK
FCN
RCO.PA
PIIND.NS
TIT.MI
HRB
EHC
9435.T
ARW
5285.KL
CGNX
KRTX
SIGI
TPG.AX
5019.T
GPK
3661.TW
TIH.TO
4938.TW
TLC.AX
S51.SI
HQY
BALN.SW
NHPC.NS
INDT.ST
GXO
MAP.MC
FSV
WH
MIDD
LSTR
ADEN.SW
MOL.BD
SITE
BIMAS.IS
DSGX
SKA-B.ST
CIEN
SVW.AX
CRC.BK
MPL.AX
CTPNV.AS
BMED.MI
DWS.F
000876.SZ
MUTHOOTFIN.NS
BRPT.JK
6965.T
G07.SI
TRUE.BK
INTUCH.BK
AUROPHARMA.NS
002555.SZ
WRT1V.HE
NEWR
ASHOKLEY.NS
RXL.PA
INVR.L
ALD.PA
RLI
UMI.VI
GRUMAB.MX
BRX
JLL
SF
3898.HK
SAGA-B.ST
UNTR.JK
OTE.F
1802.T
BHARATFORG.NS
010950.KS
AM
STAG
3618.HK
FDJ.VI
X.TO
INGR
YESBANK.NS
RMBS
PSN
2883.TW
INDUSTOWER.NS
APG
TAL
PBF
KT
AIT
G1A.F
EUROB.AT
TREX
RE.PA
ZAL.DE
IAG.TO
BYD
IGT
ASTRAL.NS
SN
U96.SI
BKT.MC
BLCO
CPRI
4021.T
FHN
BALKRISIND.NS
WEIR.L
TREL-B.ST
034730.KS
0101.HK
AN
INFA
MSA
KIMBERA.MX
2290.SR
UFPI
SPSC
HOLM-B.ST
COKE
ENLC
MPHC.QA
SAIC
STWD
OCDO.L
FN
OPAP.AT
2801.TW
OLN
MEG.TO
6305.T
OSK
OPCH
CIG
SCHAEFFLER.NS
ONTO
EMI.SI
ABBOTINDIA.NS
NCLH
OR.BK
1821.HK
PPC
ADT
CSAN
4204.T
GLBE
FR
WTS
CTC.TO
HAPV3.SA
APLAPOLLO.NS
CBQK.QA
1585.HK
TNET
AXTA
QLYS
PATANJALI.NS
PHNX.L
IVZ
CHH
FCC.MC
NMDC.NS
ABCAPITAL.NS
9602.T
8473.T
7936.T
CIN.F
PTEN
LFUS
WOR.AX
CU.TO
AKBNK.IS
BRBR
CBSH
CUMMINSIND.NS
SOI.PA
SSD
9064.T
AUBANK.NS
0881.HK
BH.BK
ELF
MSM
SGP.AX
OCI.AS
FHZN.SW
WFG
3092.T
MRF.NS
CTEC.L
PAAS
INPST.AS
AAF.L
RIG
SNC.TO
TATAELXSI.NS
ALGM
MKS.L
ADRO.JK
QHOLDING.AE
SMAR
THC
LEVI
HR
000800.SZ
RMV.L
A2A.MI
CFR
SISE.IS
AZRG.TA
CVNA
MNG.L
GODREJPROP.NS
3038.T
TGS
GNRC
EXP
FIX
IGM.TO
YKBNK.IS
UPL.NS
ORNAV.HE
HXL
CPIN.JK
PERSISTENT.NS
APLS
AFRM
EDR
FRSH
BC8.F
COLR.BR
CHBAY
AMKR
HIK.L
KBHL.CO
KEY.TO
002007.SZ
ST
KOMB.PR
259960.KS
DOOO
STJ.L
ENSG
LPP.WA
BC.MI
NZTCF
REYN
BMA
DCC.L
WING
TWE.AX
9863.HK
TEL2-A.ST
BANB.SW
PSPN.SW
MTSI
M44U.SI
DTM
4002.SR
EVD.F
RRTL.F
SIM
CACC
EFN.TO
SUZLON.NS
ISDAY
EDV.TO
GOTO.JK
FSK
LAND.L
3529.TWO
003495.KS
PKI.TO
ADC
3462.T
PII
CROX
WK
9041.T
MYTIL.AT
AWL.NS
ETE.AT
ALA.TO
8952.T
CAR-UN.TO
DLO
DPH.L
7211.T
FAF
AYI
ABCM
2050.SR
QAN.AX
BCI.SN
BDEV.L
CONCOR.NS
1961.KL
4527.T
O2D.DE
3283.T
TOI.V
1548.HK
DDS
002602.SZ
ALKEM.NS
2633.TW
FNLPF
BILI
MARK.QA
9719.T
CNXC
SSAB-B.ST
NSIT
BEAN.SW
VAL
ISAT.JK
UBL.NS
QGTS.QA
2445.KL
BSL.AX
ALSN
FALABELLA.SN
GIL
0144.HK
2702.T
CMIN3.SA
SK.PA
MGR.AX
ASND
W
SM
HLUN-B.CO
KGF.L
MHK
WDP.BR
AGI
4704.T
011200.KS
PAGEIND.NS
300418.SZ
VCX.AX
3626.T
IMVT
BC
RHP
IFT.NZ
ESNT
SCR.PA
9007.T
CMA
TW.L
POST
0868.HK
SON
7752.T
SSB
FLR
DUFN.SW
AGNC
ALTR
WCP.TO
PSNY
TKR
SEK.AX
WU
MKSI
DRS
LU
NYKAA.NS
TENB
ACKB.BR
N2IU.SI
NXST
NXT
ALX.AX
MCY.AX
MPHASIS.NS
BZU.MI
BANKINDIA.NS
EVR
LUN.TO
KGH.WA
MSTR
RCM
NFG
KEX
VMI
CMPC.SN
6110.HK
FIVE.ME
0384.HK
DALBHARAT.NS
FLS
2638.HK
0656.HK
TEMN.SW
090430.KS
9001.T
NTRA
EMMN.SW
MGY
NOVT
HWDN.L
BOKF
3311.HK
QNBFL.IS
NED.JO
AZE.BR
MTZ
DPLM.L
GGAL
ICP.L
UTG.L
IRDM
ITCI
IDA
OBEROIRLTY.NS
THO
ALD.AX
AXS
8046.TW
IMI.L
1402.TW
AAK.ST
QBR-B.TO
CR
0017.HK
TEO
VNOM
8439.T
LNTH
BALD-B.ST
IP.MI
4190.SR
RELY
PB
WIX
ATKR
ACLS
GICRE.NS
DEN
DIA.MI
PNFP
SECU-B.ST
BVT.JO
S
